Question_ID,Domain,N_Pages,Question,A,B,C,D,E,F,Correct_Answer,Doc_ID,Page_Num
176,domain_2,11,Яка максимальна добова доза Ланзоптолу для пацієнтів із тяжкими порушеннями функції печінки?,90 мг,15 мг,немає обмеження,60 мг,30 мг,45 мг,E,780fd55597cd81f1cf0d1492926ab69cfb115d89.pdf,8
177,domain_2,22,Які препарати можуть взаємодіяти з Капонко?,парацетамол,бривудин,нурофен,кофеїн,аспірин,інфакол,B,60f2d879c17e5e6967e40c2315b8d46a987bda47.pdf,6
178,domain_2,2,Яку дію має метилурацил?,зменшує стомлюваність,посилює біль,призводить до нудоти,стимулює апетит,знижує температуру,"стимулює лейкопоез, має анаболічну та антикатаболічну дію",F,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
181,domain_2,20,У яких випадках застосування максифлоксу протипоказане?,відсутність гіперчутливості до антибіотиків групи хінолонів,порушення балансу електролітів,інфекційні захворювання підшкірних тканин,інфекційні захворювання шкіри,дорослим (від 18 років),пневмонія,B,aba537442395c1a4ca13d05e378a49a47865cc46.pdf,6
182,domain_2,2,Яка міжнародна назва препарату метилурацилу?,ПЕО-400,methyluracil,пуринова основа,"2,4-діоксо-6-метил-1,2,3,4-тетрагідропіримідин",метил урацил,метилпурин,B,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
183,domain_2,13,Яка рекомендована доза Ретровіру для дорослих з масою тіла не менше 30 кг?,300 мг 1 раз на добу,200 мг 2 рази на добу,250 або 300 мг 2 рази на добу,400 мг 1 раз на добу,100 мг 1 раз на добу,500 мг 3 рази на добу,C,20e086e7585d5e496d67ed2313ceb5aa53b409b5.pdf,2
184,domain_2,20,"Якому лікуванню повинні піддаватися пацієнти з тяжкою міастенією, які приймають максифлокс?",додати кортикостероїди,змінити на інший антибіотик,"застосовувати з обережністю, стежити за симптомами міастенії",збільшити дозу,продовжити лікування без змін,зменшити дозу,C,aba537442395c1a4ca13d05e378a49a47865cc46.pdf,10
185,domain_2,3,На який термін рекомендовано лікування БРОНХІАЛ ПЛЮС?,3–5 днів,2–3 тижні,7–10 днів,5–7 днів,3 роки,від 1 до 3 років,C,5c75a2eb4814242f35871112bc657e36f813674b.pdf,2
186,domain_2,5,Яке дозування ретаболілу рекомендоване для дітей?,по 50 мг кожні 3-4 тижні,по 100 мг 3-6 місяців,по 200 мг 1 раз на тиждень,внутрішньом’язово,по 100 мг 1 раз на тиждень,дітям протипоказано призначати ретаболіл,F,4e779acee13fa6e0763fb33d1c83030b8e6ea33d.pdf,3
188,domain_2,26,"Скільки індапаміду міститься у семи таблетках трипліксаму 10 мг/2,5 мг/5 мг?",7 мг,"2,5 мг",10 мг,"17,5 мг",175 мг,70 мг,D,d80178b24cc3a40d841ec790e575767afd0a3fd9.pdf,1
189,domain_2,6,До чого призводить одночасне застосування кофеїн-бензоату натрію з нікотином?,Підвищення серцевої діяльності,Виникнення побічних реакцій,Збільшення швидкості виведення кофеїну,Зменшення швидкості виведення кофеїну,Послаблення ефекту нікотину,Галюцинації,C,1026d4282a0fb8d22694301adc83729950c8498b.pdf,3
193,domain_2,7,Що слід зробити у разі передозування амоксициліну?,негайно звернутися до аптеки,змінити лікарський засіб,проводити промивання шлунка і застосовувати активоване вугілля,збільшити дозування,необхідно прийняти більше води,призначити антибіотики самостійно,C,2827fbd42bc74ef48ac74ef40b90868b94b1da79.pdf,3
194,domain_2,4,Яке основне призначення сікапротекту?,покращення зору,лікування глаукоми,профілактика катаракти,лікування інфекцій ока,усунення алергічних реакцій,лікування сухості рогівки та кон’юнктиви,F,b0e35f26831baa753925da047ca36d318a100825.pdf,1
195,domain_2,3,Які симптоми лікує елоком?,застуду,запалення та свербіж,астму,біль у м'язах,алергію,грип,B,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,1
196,domain_2,10,У яких випадках забороняється прийом офлоксацину євро?,підвищений кров'яний тиск,алергія на амоксицилін,некомпенсована гіпоглікемія,пневмонія,гострий панкреатит,недостатність функції печінки,C,60d1bee90467207fbbac980b346b932229542c73.pdf,2
199,domain_2,26,Через скільки годин після прийому трипліксаму спостерігається максимальна антигіпертензивна дія периндоприлу?,через 24 години,через 8 годин,через 48 годин,через 4–6 годин,через 3-4 години,через 1 годину,D,d80178b24cc3a40d841ec790e575767afd0a3fd9.pdf,3
203,domain_2,2,Як слід підготувати супозиторій метилурацилу для введення?,змочити водою,змішати з маслом,нагріти до кімнатної температури,змішати з кремом,потримати в морозильнику,додати літр молока,A,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
206,domain_2,4,Який вплив може мати сікапротект на швидкість реакції при керуванні транспортом?,"покращує гостроту зору, а отже покращує швидкість реакції","може короткотерміново впливати на гостроту зору, а отже і на швидкість реакції",діє як заспокійливе,"зменшує концентрацію уваги, але не впливає на швидкість реакції",може викликати сонливість,не впливає на швидкість реакції,B,b0e35f26831baa753925da047ca36d318a100825.pdf,3
213,domain_2,26,До чого може призвести одночасне застосування трипліксаму та імуносупресорів?,може підвищити смертність,може викликати гіперкаліємію,може викликати ангіоневротичний набряк,може погіршити функції нирок,може збільшити концентрацію літію,може спричинити гіпотензію,B,d80178b24cc3a40d841ec790e575767afd0a3fd9.pdf,7
214,domain_2,26,Яка лікарська форма Трипліксаму?,гель,розчин для ін'єкцій,суспензія,контейнер для таблеток,капсули,таблетки,F,d80178b24cc3a40d841ec790e575767afd0a3fd9.pdf,1
216,domain_2,5,Яка активна речовина міститься у препараті Ретаболіл?,нандролон,амінофенілсульфонову кислоту,фенілпропаноламін,естрадіол,тестостерон,оксандролон,A,4e779acee13fa6e0763fb33d1c83030b8e6ea33d.pdf,1
217,domain_2,3,Чому не можна застосовувати циклодинон під час вагітності?,викликає нудоту,може спричинити зменшення лактації,впливає на апетит,знижує цукор в крові,провокує алергію,підвищує тиск,B,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,2
218,domain_2,2,Яке дозування метилурацилу для дорослих?,по 1 супозиторію раз на добу,по 1–4 супозиторії на добу,по 2 супозиторії двічі на день,по 1 супозиторію раз на тиждень,по 1/4 супозиторія на добу,по 1/2 супозиторія на добу,B,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
220,domain_2,3,Для яких показань застосовують Унгапівен?,захворювання печінки,"психічні захворювання, остеохондроз, радикуліт","артрити, артрози, остеохондроз, радикуліт, міалгія, міозит, люмбаго","артрити, артрози, захворювання кровотворної системи",кашель,туберкульоз,C,51fc038fd5ddeade0c2c261e2b56508b287bab98.pdf,1
221,domain_2,4,Яке дозування препарату Нафтизин® рекомендується дітям віком від 2 до 6 років?,"по 1 краплі 0,1%","по 3 краплі 0,05%","по 5 крапель 0,1%","по 1-3 краплі 0,1%","по 2 краплі 0,1%","по 1-2 краплі 0,05%",F,fc5f5d668b03d9b606779484d465efcb4436a6be.pdf,3
223,domain_2,6,Які з цих симптомів є побічними реакціями солпадеїну з боку шкіри?,запаморочення,грип,анемія,пневмонія,висипання,параліч,E,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,2
224,domain_2,3,Що може статися при передозуванні Елокому?,зниження апетиту,алергія на сонце,пригнічення функції гіпофізарно-наднирникової системи,збільшення ваги,збільшення серцевих скорочень,порушення зору,C,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,2
225,domain_2,5,Що є симптомом передозування Вінпоцетину?,шум у вухах,нудота,запаморочення,симптоми передозування невідомі,блювання,свербіж,D,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,2
226,domain_2,5,Яке з нижчевказаного не є побічним ефектом Ретаболілу?,слабковиражений гірсутизм,підвищення артеріального тиску,зміна лібідо,акне,"холестаз, жовтяниця",гінекомастія у чоловіків,B,4e779acee13fa6e0763fb33d1c83030b8e6ea33d.pdf,2
228,domain_2,6,Яка форма випуску препарату Баклофен?,порошок,сироп,ампули,капсули,таблетки,суспензія,E,3828dec85bc546bd064190a023c7c802d6a8ab0a.pdf,1
230,domain_2,4,Яка фармакотерапевтична група препарату CУПРAГІСТИМ®?,Місцеві анестетики,Протизапальні засоби,Седативні засоби,Антидепресанти,Антигістамінні засоби для системного застосування,Аналгетики,E,a8bf09b126fb7c9072a5a54c3c0aaa5df7968ea4.pdf,1
231,domain_2,7,Які інфекції лікує амоксицилін?,"інфекції верхніх і нижніх дихальних шляхів, інфекції нирок та урогенiтального тракту, інфекції шлунково-кишкового тракту та ендокардит",інфекції суглобів,нейроінфекції,інфекції ротової порожнини,інфекції шкіри,інфекції глаз,A,2827fbd42bc74ef48ac74ef40b90868b94b1da79.pdf,1
235,domain_2,4,Яка діюча речовина міститься в препараті Супрагістим®-Дарниця?,лактози моногідрат,парацетамол,кальцію стеарат,картопляний крохмаль,диметикон,хлоропірамін,F,a8bf09b126fb7c9072a5a54c3c0aaa5df7968ea4.pdf,1
237,domain_2,6,Яка максимальна добова доза солпадеїну для дорослих?,не більше 12 таблеток,не більше 10 таблеток,не більше 8 таблеток,не більше 6 таблеток,не більше 14 таблеток,не більше 4 таблеток,C,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,2
238,domain_2,17,Яка діюча речовина міститься у препараті Сандімун Неорал?,етанол безводний,пропіленгліколь,оліє рицинова поліетоксильована,моно- і ди-три гліцериди кукурудзяної олії,циклоспорин,DL-α-токоферол,E,f548cde5ba56c4e1d8aeca95c3e190f2711d6fa1.pdf,1
243,domain_2,6,Чи можна приймати Баклофен під час вагітності?,"так, в не обмежених дозах",можна тільки за абсолютної необхідності,заборонено тільки в першому триместрі,категорично заборонено,"так, в будь-якій кількості","так, в обмеженій кількості, але щоденно",B,3828dec85bc546bd064190a023c7c802d6a8ab0a.pdf,5
244,domain_2,6,Який вік є протипоказанням для застосування Солпадеїну?,літній вік,вік до 2 років,вік до 6 років,вік до 10 років,підлітковий вік,вік до 12 років,F,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,4
245,domain_2,2,Яка форма випуску метилурацилу?,супозиторії вагінальні,порошок,супозиторії ректальні,капсули,Препарати супроводу,таблетки,C,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
247,domain_2,13,Вживання якого препарату зменшує абсорбцію зидовудину?,кларитроміцину,фенітоїну,ламівудину,рибавірину,гліцерину,флюконазолу,A,20e086e7585d5e496d67ed2313ceb5aa53b409b5.pdf,11
248,domain_2,4,Яку дію має нафтизин при місцевому застосуванні?,прискорює дихання,зменшує набряк і гіперемію,спричиняє хронічний риніт,погіршує кровообіг,покращує засвоєння їжі,збільшує запалення,B,fc5f5d668b03d9b606779484d465efcb4436a6be.pdf,1
250,domain_2,3,Який вітамін міститься у складі Бронхіалу Плюс?,вітамін А,вітамін E,екстракт алтея та екстракт тим'яну,вітамін B12,вітамін С,вітамін D,E,5c75a2eb4814242f35871112bc657e36f813674b.pdf,1
251,domain_2,15,Які мікроорганізми є початково резистентними до піперациліну?,Piperacillin-Tazobactam-Teva,Enterococcus faecalis,Clostridium species,Legionella species,Citrobacter koseri,Streptococcus pneumonia,D,1caa31f28b0feabbe319d352bf58cb08adcc4dc8.pdf,5
253,domain_2,3,По скільки гранул гастро-грану рекомендовано класти під язик дорослим та дітям віком від 7 років?,15–20,"2,5",1,10 г,10,7,F,fb285f08989b559f0080c9dd096d3557860f919d.pdf,2
256,domain_2,11,Яка форма випуску препарату Ланзоптол?,Таблетки звичайні,Розчин для ін'єкцій,Капсули м'які,Порошок для приготування суспензії,Капсули тверді,Сироп,E,780fd55597cd81f1cf0d1492926ab69cfb115d89.pdf,1
265,domain_2,11,Що потрібно зробити усім пацієнтам перед початком лікування ланзоптолом?,Перевірити рівень холестерину,Провести ендоскопічний контроль шлунку і стравоходу,Провести фізичне навантаження,Зменшити кількість споживаних калорій,Збільшити дозу НПЗП,Виміряти концентрацію магнію,B,780fd55597cd81f1cf0d1492926ab69cfb115d89.pdf,5
266,domain_2,15,Які з аеробних грамнегативних бактерій є початково резистентними до піперациліну?,Legionella species,Enterococcus faecalis,Klebsiella pneumoniae,Pseudomonas aeruginosa,Escherichia coli,Staphylococcus aureus,A,1caa31f28b0feabbe319d352bf58cb08adcc4dc8.pdf,4
267,domain_2,7,Кому протипоказано застосування Амоксикомбу?,жінкам в період годування груддю,людям з гіперчутливістю до пеніцилінів,особам старшого віку,"людям, що вживають алкоголь","людям, які мають діабет","тим, хто має алергію на аспірин",B,828b7ab8d9ead3e6f25ce173cd6f03cce5c800c1.pdf,2
268,domain_2,3,До чого може призвести одночасне використання елокому та вживання глібенкламіду?,до коливання рівня глюкози у крові,до зміни стану коагуляції крові,до нефротичних ефектів,до судом,невідомо,до невеликого підвищення сироваткових концентрацій глібенкламіду,E,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,3
269,domain_2,17,Яка рекомендована початкова добова доза сандімуну неоралу при ендогенному увеїті?,6 мг/кг,10 мг/кг,5 мг/кг,7 мг/кг,"12,5 мг/кг",3 мг/кг,C,f548cde5ba56c4e1d8aeca95c3e190f2711d6fa1.pdf,3
271,domain_2,3,Якої форми випуску є циклодинон?,порошок,ампули,гель,сироп,оральні краппі,таблетки,E,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,1
272,domain_2,3,Яка максимальна доза бронхіалу для дітей старше 3 років?,по 2 столові ложки 3 рази на день,по 1 чайній ложці 1 раз на день,по 1 столовій ложці 3–5 разів на день,по 1 чайній ложці 3–5 разів на день,по 1/2 чайної ложки 3–5 разів на день,по 2 чайні ложки 2-3 рази на день,D,5c75a2eb4814242f35871112bc657e36f813674b.pdf,2
273,domain_2,7,Яке дозування амоксициліну для дорослих у разі неускладнених інфекцій сечового тракту?,одна доза 5 г з інтервалами 10-12 годин,п'ять доз по 1.5 г з інтервалами 10-12 годин,вісім доз по 100 мг з інтервалами 5-10 годин,дві дози по 3 г на день з інтервалами 10-12 годин,одна доза 3 г з інтервалами 8-10 годин,дві дози по 1 г з інтервалами 10-12 годин,D,2827fbd42bc74ef48ac74ef40b90868b94b1da79.pdf,2
274,domain_2,4,Що може статися при передозуванні нафтизином?,атрофічний риніт,виразка шлунка,гостра алергічна реакція,зупинка серця,важке дихання,"слабкість, тремор, нудота",A,fc5f5d668b03d9b606779484d465efcb4436a6be.pdf,3
275,domain_2,2,Яке дозування метилурацилу для дітей 3-8 років?,по 1/4 супозиторія на добу,по 1/2 супозиторія на добу,по 1 супозиторію раз на добу,по 2 супозиторії на добу,по 1 супозиторію раз на тиждень,по 1–4 супозиторії на добу,B,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
278,domain_2,3,Які допоміжні речовини містить лосьйон Елоком?,цукор,олія,гліцерин,сіль,пропіленгліколь,вода,E,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,1
280,domain_2,6,"Яке протипоказання до застосування, з-поміж інших, має кофеїн-бензоат натрію?",вагітність,серцева недостатність,цукровий діабет,вік понад 60 років,пневмонія,астма,D,1026d4282a0fb8d22694301adc83729950c8498b.pdf,3
281,domain_2,3,Яке дозування рекомендоване для застосування мазі Унгапівен?,по 2 г на добу,Смужка мазі довжиною 3-4 см,Смужка мазі довжиною 2-4 см,по 10 г 2 рази на тиждень,Смужка мазі довжиною 1-2 см,по 1 г 3 рази на день,C,51fc038fd5ddeade0c2c261e2b56508b287bab98.pdf,2
283,domain_2,3,Чи безпечно керувати транспортою під час застосування циклодинону?,може викликати сонливість,"безпечно, якщо вживати в рекомендованих дозах",підвищує ризик аварій,доступно лише водіям з досвідом,небезпечно завжди,заборонено під час якихось процедур,B,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,2
284,domain_2,2,Для чого застосовують метилурацил?,обробка ран,лікування грипу,лікування серцевих захворювань,зниження артеріального тиску,зниження ваги,"лікування проктитів, проктосигмоїдитів, колітів та інших запально-виразкових процесів нижніх відділів товстого кишківника",F,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
285,domain_2,16,У яких дозуваннях продаються таблетки периндоприл-тева?,"по 2,5 мг, 5 мг та 10 мг",по 9 мг/мл,"по 0,2 л/кг","по 5 мг, 5 мг та 10 мг",in vitro,"по 1,7 мг, 3,4 мг та 6,8 мг",A,5ae9814fac3ba1f5048ce716f15304d3ead03823.pdf,1
286,domain_2,4,Яке протипоказання є для використання препарату Супрагістим-Дарниця у дітей?,Вік до 10 років,Вік до 8 років,Вік до 12 років,Вік до 5 років,Вік до 6 років,Дитячий вік до 14 років для даної лікарської форми.,F,a8bf09b126fb7c9072a5a54c3c0aaa5df7968ea4.pdf,1
287,domain_2,3,Що є протипоказанням до застосування Елокому?,альцгеймер,гіперчутливість до компонентів,епілепсія,дисліпідемія,діабет,артеріальна гіпертензія,B,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,2
288,domain_2,4,Скільки флаконів-крапельниць міститься в одній упаковці сікапротекту?,10,12,6,1,5,30 мг,D,b0e35f26831baa753925da047ca36d318a100825.pdf,4
290,domain_2,6,Які з цих лікарських засобів слід з обежежністю застосовувати разом з Солпадеїном?,інгібітори моноамінооксидази (МАО),мелатонін,парацетамол,антигістамінні препарати,антибіотики,нурофен,A,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,5
292,domain_2,6,Які побічні реакції з боку нервової системи можуть виникнути при прийомі кофеїн-бензоату натрію?,"збудження, тривожність",алопеція,"диспнея, гіпотонія","блювання, астенічний синдром","нудота, діарея",підвищене потовиділення,A,1026d4282a0fb8d22694301adc83729950c8498b.pdf,5
294,domain_2,15,Яка взаємодія Піперациліну з пробенецидом?,Не має жодного впливу,Прискорює виведення діючих речовин із організму,Підсилює побічні реакції,Знижує ефективність антибіотика,Пролонгує виведення Піперациліну і Тазобактаму,Зменшує дію глюкози,E,1caa31f28b0feabbe319d352bf58cb08adcc4dc8.pdf,6
295,domain_2,6,Які з цих станів є протипоказаннями для застосування солпадеїну?,втома,грип,хронічний бронхіт,тяжкі порушення печінки,недостатність вітамінів,нервове виснаження,D,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,1
297,domain_2,20,Яка рекомендована доза максифлоксу для дорослих пацієнтів?,200 мг 3 рази на добу,400 мг 1 раз на добу,50-200 мг 2 рази на добу,600 мг 1 раз на добу,300 мг 1 раз на добу,787 мг,B,aba537442395c1a4ca13d05e378a49a47865cc46.pdf,13
299,domain_2,5,В яких випадках застосування ретаболілу протипоказано?,простудні захворювання,анемія,недостатність заліза,порушення сну,гострий біль,"вагітність; період годування груддю; карцинома простати, карцинома
грудної залози у чоловіків; нефротичний синдром при тривалій анаболічній терапії; тяжка
печінкова недостатність; метастази у пацієнтів з онкозахворюваннями; порфірія;
підвищена чутливість (алергія) до будь-якого із компонентів препарату; дитячий вік.",F,4e779acee13fa6e0763fb33d1c83030b8e6ea33d.pdf,1
300,domain_2,3,Яка форма випуску лікарського засобу Гастро-Гран?,Таблетки,Гранули,Порошок,Сироп,Розчин для ін'єкцій,Крем,B,fb285f08989b559f0080c9dd096d3557860f919d.pdf,1
301,domain_2,11,До якої фармакотерапевтичної групи належить Ланзоптол?,Антибіотики,Сечогінні засоби,Інгібітори протонної помпи,Антигістамінні препарати,Протизапальні засоби,Прогестини,C,780fd55597cd81f1cf0d1492926ab69cfb115d89.pdf,1
302,domain_2,4,Яка форма препарату Супрагістим®-Дарниця?,Капсули,Таблетки,Порошок,Розчин,Гель,Сироп,B,a8bf09b126fb7c9072a5a54c3c0aaa5df7968ea4.pdf,1
304,domain_2,3,Які побічні ефекти можуть проявлятися при застосуванні Елокому?,підвищена температура,діарея,безсоння,запаморочення,подразнення,блювота,E,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,2
305,domain_2,13,Які побічні реакції можуть виникнути при застосуванні ретровіру з боку крові та лімфатичної системи?,покращення апетиту,задишка,нудота та блювання,біль у грудях,сухість шкіри,"анемія, нейтропенія, лейкопенія",F,20e086e7585d5e496d67ed2313ceb5aa53b409b5.pdf,3
306,domain_2,3,Яка лікарська форма препарату Унгапівен?,Сироп,Гель,Таблетки,Мазь,Крем,Розчин,D,51fc038fd5ddeade0c2c261e2b56508b287bab98.pdf,1
307,domain_2,16,Скільки міліграмів периндоприлу містить одна таблетка у найвищій дозі препарату Периндоприл-Тева?,25 мг,20 мг,15 мг,10 мг,"2,5 мг",5 мг,D,5ae9814fac3ba1f5048ce716f15304d3ead03823.pdf,1
308,domain_2,17,Які заходи безпеки рекомендуються під час прийому сандімуну неоралу пацієнтами літнього віку у випадках інвалідизуючого псоріазу?,припинення прийому препарату,зменшення рідини в раціоні,антигіпертензивну терапію,виключення їжі з білками,частий контроль функції нирок,постійний моніторинг артеріального тиску,E,f548cde5ba56c4e1d8aeca95c3e190f2711d6fa1.pdf,12
309,domain_2,7,Які інфекції лікує амоксикомб?,"інфекції верхніх і нижніх дихальних шляхів, сечостатевої системи, шкіри, м’яких тканин, опорно-рухового апарату та абдомінальні інфекції",грибкові інфекції та інфекції верхніх дихальних шляхів,"інфекції верхніх дихальних шляхів, нижніх дихальних шляхів, очей, шкіри, м’яких тканин та опорно-рухового апарату",виключно абдомінальні інфекції,тільки інфекції шкіри після укусів комах,усі вірусні інфекції,A,828b7ab8d9ead3e6f25ce173cd6f03cce5c800c1.pdf,1
310,domain_2,7,В якому випадку потрібно зменшити дозу Амоксикомбу?,при алергіях,при жовтяниці,при порушенні функції нирок,при зниженому діурезі,при захворюваннях печінки,при керуванні автомобілем,C,828b7ab8d9ead3e6f25ce173cd6f03cce5c800c1.pdf,4
312,domain_2,6,Яким групам пацієнтів призначають Баклофен?,лише онкологічні пацієнти,лише вагітні жінки,лише підлітки,лише літні люди,"пацієнти з порушенням ниркової функції, пацієнтам похилого віку, хворим на епілепсію, які потребують супутнього лікування Баклофеном, пацієнтам, у яких підтримка вертикального положення тіла та рівноваги або
збільшення рухового діапазону залежить від тонусу м’язів, пацієнтам, які отримують антигіпертензивне лікування (можливість взаємодії); хворим на інсульт, з порушеннями дихальної функції та функції печінки; пацієнтам з підвищеним тонусом сфінктера сечового міхура (може відбуватися
затримка сечі).  ",лише пацієнти з серцевими захворюваннями,E,3828dec85bc546bd064190a023c7c802d6a8ab0a.pdf,5
313,domain_2,4,Які алергійні захворювання є показанням до застосування супрагістиму?,аденома передміхурової залози,глаукома,цукровий діабет,кропив’янка,підвищений тиск,гострий епідемічний паротит,D,a8bf09b126fb7c9072a5a54c3c0aaa5df7968ea4.pdf,1
314,domain_2,17,Яку форму випуску має Сандімун Неорал?,блістер,крем,таблетки,порошок,коробка з картону,м’які желатинові капсули,F,f548cde5ba56c4e1d8aeca95c3e190f2711d6fa1.pdf,1
315,domain_2,8,Які препарати не рекомендується приймати разом із фервексом?,аскорбінова кислота,антибіотики,барбітурати,полівітаміни,нестероїдні протизапальні засоби,інгібітори МАО,F,f4539bc3a79016285524705e25fee5a8d523db3d.pdf,2
320,domain_2,3,Яка компанія виробляє циклодинон?,Санофі,Здоров’я,Укрополітика,Дарниця,Фармак АТ,Біонорика АГ,F,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,1
322,domain_2,16,Яке дозування препарату Периндоприл-Тева рекомендовано для початку лікування артеріальної гіпертензії?,5 мг 2 рази на добу,"2,5 мг 3 рази на добу",5 мг 1 раз на добу,10 мг 1 раз на добу,20 мг 1 раз на добу,10 мг 2 рази на добу,C,5ae9814fac3ba1f5048ce716f15304d3ead03823.pdf,12
324,domain_2,5,Які можливі побічні реакції від застосування Дерива С?,"Почервоніння, лущення, сухість, свербіж і печіння шкіри",Збільшення ваги,Мігрень та головний біль,Сонливість та апатія,Підвищена температура тіла,Погіршення зору,A,9d2df2f02cd5d57fe401497c3e64e47a3994112d.pdf,4
326,domain_2,5,Чи можна застосовувати вінпоцетин дітям?,"можна, по 20 мг 1 раз на одне приймання","можна, 60 мг на добу є безпечною дозою",не можна,"можна, по 5 мг 1 раз на день","можна, по 5-10 мг 3
рази на добу",можна дітям від 7 років,C,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,3
327,domain_2,15,Який механізм дії піперациліну?,Зниження рівня цукру в крові,Інактивація токсинів бактерій,Перешкоджання реплікації вірусів,Стимуляція імунної системи,Виведення токсинів з організму,Пригнічення синтезу клітинної стінки бактерій,F,1caa31f28b0feabbe319d352bf58cb08adcc4dc8.pdf,1
329,domain_2,20,Як слід приймати препарат максифлокс?,вводити ректально,вводити внутрішньом'язово,приймати орально,вводити внутрішньовенно,натирати на шкіру,вводити вагінально,D,aba537442395c1a4ca13d05e378a49a47865cc46.pdf,14
330,domain_2,4,Який спосіб застосування супрагістиму для дорослих і дітей старше 14 років?,підшкірно 50 мг,внутрішньо 25 мг 2 рази на день,"внутрішньо, під час їжі, по 25 мг 3–4 рази на добу",перорально 50 мг 2 рази на добу,"внутрішньо, 100 мг 1 раз на добу",внутрішньом’язово раз на день,C,a8bf09b126fb7c9072a5a54c3c0aaa5df7968ea4.pdf,1
331,domain_2,3,Хто не може приймати гастро-гран?,Тільки жінки після пологів,Люди з підвищеною чутливістю до нітрату срібла,Люди з хворобами шлунка,Всі діти до 12 років,Тільки вагітні жінки,Дорослі та діти віком від 7 років ,B,fb285f08989b559f0080c9dd096d3557860f919d.pdf,1
332,domain_2,3,Яка форма випуску бронхіалу?,порошок,сироп,гель,краплі,рідкі таблетки,ампули,B,5c75a2eb4814242f35871112bc657e36f813674b.pdf,1
333,domain_2,6,Якою є вища разова доза кофеїн-бензоату натрію для дорослих?,100 мг,400 мг,1 г,250 мг,200 мг,500 мг,F,1026d4282a0fb8d22694301adc83729950c8498b.pdf,5
334,domain_2,5,Яка форма випуску препарату Ретаболіл?,капсули,розчин для ін’єкцій,таблетки,суспензія,мазь,сироп,B,4e779acee13fa6e0763fb33d1c83030b8e6ea33d.pdf,1
336,domain_2,8,Якого кольору фервекс для дорослих?,прозорого,жовтого,світло-бежевого,лимонного,світлого,білого,C,f4539bc3a79016285524705e25fee5a8d523db3d.pdf,1
339,domain_2,16,Що потрібно контролювати у пацієнтів з порушенні функції нирок при лікуванні Периндоприлом?,"біль
у животі",поширення ангіоневротичних набряків,рівень гемоглобіну,"У цих пацієнтів моніторинг концентрації
калію та креатиніну в сироватці крові є обов’язковим.",артеріальний тиск,виникнення обструкції дихальних шляхів,D,5ae9814fac3ba1f5048ce716f15304d3ead03823.pdf,8
340,domain_2,9,Які з цих побічних реакцій з боку травної системи можуть спостерігатися при прийомі дифлазону?,"запаморочення, судоми, розлад смаку","погіршення зору, висип","абдомінальний біль, діарея, сухість шкіри","диспепсія, нудота, діарея","анафілаксія, набрякання обличчя, свербіж шкіри, кропив’янка",підвищення температури,D,cc340c81af3efa6ad4f864b38c4b1c497562df63.pdf,4
341,domain_2,9,Яка тривалість терапії при лікуванні криптококового менінгіту за допомогою дифлазону?,1 тиждень,понад 3 тижні,до 6 тижнів,щонайменше 6–8 тижнів,від 3 до 6 місяців,2-4 тижні,D,cc340c81af3efa6ad4f864b38c4b1c497562df63.pdf,2
342,domain_2,17,Яким чином слід приймати капсули препарату Сандімун Неорал?,трансплантувати,розділяти на 2 частини,вмиватися до приймання,ковтати цілком,приймати з іншими препаратами,додавати в їжу,D,f548cde5ba56c4e1d8aeca95c3e190f2711d6fa1.pdf,3
344,domain_2,6,Яка максимальна добова доза препарату Баклофен?,125 мг,150 мг,50 мг,100 мг,75 мг,200 мг,D,3828dec85bc546bd064190a023c7c802d6a8ab0a.pdf,3
345,domain_2,5,Яка форма випуску лікарського засобу Дерива С?,Порошок,Олійка,Гель,Капсули,Сироп,Таблетки,C,9d2df2f02cd5d57fe401497c3e64e47a3994112d.pdf,1
