Question_ID,Domain,N_Pages,Question,A,B,C,D,E,F,Correct_Answer,Doc_ID,Page_Num
156,domain_1,89,"Що очікує учасника, який не з'явився на зважування перед змаганнями з боротьби самбо?",може зважитися пізніше,може змагатися в іншій категорії,продовжити участь в змаганнях,до змагань не допускається,повинен надати довідку лікаря,одержує попередження,D,72e790ea927cb79b08838bcd0e290c83fd4f6e06.pdf,5
157,domain_2,5,При яких захворюваннях не слід застосовувати Вінпоцетин?,серцеві аритмії,кропив'янка,дзвін у вухах,артрит,сонливість,гіпертензивна енцефалопатія,A,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,1
159,domain_1,25,Коли гравці в го можуть прийняти рішення про завершення гри?,На вимогу одного з гравців,Коли обидва відмовляються від ходу,Тільки після першого туру,Лише в разі рівності очок,За рішенням судді,Після двох годин гри,B,ac85a12a4483579ba8f51197b5c8ace05f5397e0.pdf,13
160,domain_2,9,Яка рекомендована добова доза дифлазону при лікуванні орофарингеального кандидозу?,100 мг,150 мг,1 мм^3,200 мг,50 мг,400 мг,E,cc340c81af3efa6ad4f864b38c4b1c497562df63.pdf,2
164,domain_1,173,Яка мета спортивних змагань з джиу-джитсу в Україні?,Залучення спонсорів,Підвищення комерційної вигоди,Підготовка тренерів з джиу-джитсу,Дослідження історії спорту,Відбір спортсменів для міжнародних турнірів,Популяризація та пропаганда джиу-джитсу в Україні,F,54a634188fe502d79e2653231c8ea286636142a0.pdf,2
165,domain_1,79,Який документ регламентує проведення змагань з регбі в Україні?,Положення про фізичну культуру,Міжнародні правила регбі,Статут Федерації регбі України,Закон України про спорт,Правила спортивних змагань з регбі,Правила гри з футболу,E,759dfc8486c0f02391d7cfc1fed753b0608fc601.pdf,2
172,domain_1,173,У якій формі подається протест у змаганнях з джиу-джитсу?,На сайті АДДУ,Одразу під час поєдинку,"Письмовий після усного, до організаційного комітету",Електронною поштою,Усно до суддівської колегії,Телефоном,C,54a634188fe502d79e2653231c8ea286636142a0.pdf,132
174,domain_1,25,Який орган має право вносити зміни до правил спортивних змагань з го?,Міністерство освіти,"Федерація го (бадук, вейчі) України",Міжнародна Федерація Го,Міністерство охорони здоров'я,Суддівська колегія,Провідні тренери,B,ac85a12a4483579ba8f51197b5c8ace05f5397e0.pdf,2
176,domain_2,11,Яка максимальна добова доза Ланзоптолу для пацієнтів із тяжкими порушеннями функції печінки?,90 мг,15 мг,немає обмеження,60 мг,30 мг,45 мг,E,780fd55597cd81f1cf0d1492926ab69cfb115d89.pdf,8
178,domain_2,2,Яку дію має метилурацил?,зменшує стомлюваність,посилює біль,призводить до нудоти,стимулює апетит,знижує температуру,"стимулює лейкопоез, має анаболічну та антикатаболічну дію",F,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
179,domain_1,173,"Хто може входити до складу спортивної делегації організації, яка бере участь у змаганнях з джиу-джитсу?",Тільки секретарі,Тільки представники команд,Тільки учасники змагань,"Тренери, судді, медичний персонал",Тільки лікарі,Тільки тренери,D,54a634188fe502d79e2653231c8ea286636142a0.pdf,35
182,domain_2,2,Яка міжнародна назва препарату метилурацилу?,ПЕО-400,methyluracil,пуринова основа,"2,4-діоксо-6-метил-1,2,3,4-тетрагідропіримідин",метил урацил,метилпурин,B,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
183,domain_2,13,Яка рекомендована доза Ретровіру для дорослих з масою тіла не менше 30 кг?,300 мг 1 раз на добу,200 мг 2 рази на добу,250 або 300 мг 2 рази на добу,400 мг 1 раз на добу,100 мг 1 раз на добу,500 мг 3 рази на добу,C,20e086e7585d5e496d67ed2313ceb5aa53b409b5.pdf,2
185,domain_2,3,На який термін рекомендовано лікування БРОНХІАЛ ПЛЮС?,3–5 днів,2–3 тижні,7–10 днів,5–7 днів,3 роки,від 1 до 3 років,C,5c75a2eb4814242f35871112bc657e36f813674b.pdf,2
187,domain_1,59,Яка мінімальна вага човна класу С1 (каное -одиночка) у кілограмах?,16,20,14,12,18,10,C,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,5
188,domain_2,26,"Скільки індапаміду міститься у семи таблетках трипліксаму 10 мг/2,5 мг/5 мг?",7 мг,"2,5 мг",10 мг,"17,5 мг",175 мг,70 мг,D,d80178b24cc3a40d841ec790e575767afd0a3fd9.pdf,1
190,domain_1,122,Які можливі категорії учасників у змаганнях зі стронгмену?,Аматори,Підлітки,Лише ветерани,Тільки жінки,Чоловіки та жінки,Тільки чоловіки,E,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,10
192,domain_1,173,Кому необхідно подати медичну довідку для участі у змаганнях з джиу-джитсу?,Тільки тренерам,Спостерігачам змагань,Секретарям,Учасникам змагань,Усім глядачам,Тільки призерам минулих змагань,D,54a634188fe502d79e2653231c8ea286636142a0.pdf,26
193,domain_2,7,Що слід зробити у разі передозування амоксициліну?,негайно звернутися до аптеки,змінити лікарський засіб,проводити промивання шлунка і застосовувати активоване вугілля,збільшити дозування,необхідно прийняти більше води,призначити антибіотики самостійно,C,2827fbd42bc74ef48ac74ef40b90868b94b1da79.pdf,3
195,domain_2,3,Які симптоми лікує елоком?,застуду,запалення та свербіж,астму,біль у м'язах,алергію,грип,B,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,1
198,domain_1,76,Які вимоги висуваються до автомобілів-учасників на змаганнях із автомобільного спорту?,мають бути новими,бути виробленими в Україні,мати спортивний технічний паспорт ФАУ,мати ліцензію лише на одне змагання,мати чотири колеса,мати утеплений кузов,C,41b8a1637eea9e8acb06eef16b1c2479e37e759c.pdf,36
199,domain_2,26,Через скільки годин після прийому трипліксаму спостерігається максимальна антигіпертензивна дія периндоприлу?,через 24 години,через 8 годин,через 48 годин,через 4–6 годин,через 3-4 години,через 1 годину,D,d80178b24cc3a40d841ec790e575767afd0a3fd9.pdf,3
200,domain_1,76,Яка організація має виключне право на проведення та організацію змагань з автомобільного спорту?,Національна асоціація автомобілістів,Міжнародна автомобільна федерація,Міністерство молоді та спорту України,ФАУ,Федерація автомобільного спорту світу,Асоціація спортивних директорів,D,41b8a1637eea9e8acb06eef16b1c2479e37e759c.pdf,13
203,domain_2,2,Як слід підготувати супозиторій метилурацилу для введення?,змочити водою,змішати з маслом,нагріти до кімнатної температури,змішати з кремом,потримати в морозильнику,додати літр молока,A,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
204,domain_1,76,Що таке слалом в автомобільному спорті?,змагання на брудній трасі,змагання на закритих трасах,групові змагання з картингу,підготовка автомобіля до треку,тренування з дрег рейсінгу,"змагання на позначеній спеціальними маркерами трасі, яку необхідно пройти згідно з встановленою схемою",F,41b8a1637eea9e8acb06eef16b1c2479e37e759c.pdf,9
207,domain_1,173,Як довго триває раунд джиу-джитсу у ІV системі для групи А?,3 хвилини,5 хвилин,2 хвилини,1 хвилина,4 хвилини,Не обмежено,A,54a634188fe502d79e2653231c8ea286636142a0.pdf,90
208,domain_1,59,Хто є головою суддівської колегії змагань з веслування?,Суддя на старті,Суддя на фініші,Представник команди,Заступник головного судді,Головний суддя,Головний секретар змагань,E,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,11
209,domain_1,25,"Яка система спортивних змагань з го застосовується, коли беруть участь гравці з великою різницею рівня гри?",система Макмагон,система «за жеребом»,суддівські записки,файтинг система,швейцарська система,схевенінгенська система,A,ac85a12a4483579ba8f51197b5c8ace05f5397e0.pdf,5
210,domain_1,76,Які варіанти старту можуть бути в автомобільному спорті?,старт з поворотів,старт з місця і старт з ходу,старт з землі,старт з обов’язками,різкий старт,старт з половини кола,B,41b8a1637eea9e8acb06eef16b1c2479e37e759c.pdf,52
211,domain_1,79,Яка тривалість основного часу матчу з регбі серед дорослих команд?,Не перевищує 70 хвилин,Не перевищує 50 хвилин,Не перевищує 90 хвилин,Не перевищує 60 хвилин,Залежно від кількості гравців,Не перевищує 80 хвилин,F,759dfc8486c0f02391d7cfc1fed753b0608fc601.pdf,7
213,domain_2,26,До чого може призвести одночасне застосування трипліксаму та імуносупресорів?,може підвищити смертність,може викликати гіперкаліємію,може викликати ангіоневротичний набряк,може погіршити функції нирок,може збільшити концентрацію літію,може спричинити гіпотензію,B,d80178b24cc3a40d841ec790e575767afd0a3fd9.pdf,7
214,domain_2,26,Яка лікарська форма Трипліксаму?,гель,розчин для ін'єкцій,суспензія,контейнер для таблеток,капсули,таблетки,F,d80178b24cc3a40d841ec790e575767afd0a3fd9.pdf,1
215,domain_1,122,Коли має відбуватися процедура зважування учасників перед спортивними змаганнями зі стронгмену?,Щодня,Не пізніше ніж за дві години до початку змагань,Без обмежень у часі,Для всіх учасників в один день,За добу до початку змагань,Протягом змагань,B,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,8
217,domain_2,3,Чому не можна застосовувати циклодинон під час вагітності?,викликає нудоту,може спричинити зменшення лактації,впливає на апетит,знижує цукор в крові,провокує алергію,підвищує тиск,B,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,2
218,domain_2,2,Яке дозування метилурацилу для дорослих?,по 1 супозиторію раз на добу,по 1–4 супозиторії на добу,по 2 супозиторії двічі на день,по 1 супозиторію раз на тиждень,по 1/4 супозиторія на добу,по 1/2 супозиторія на добу,B,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
219,domain_1,59,Яка організація затверджує правила змагань з веслування на байдарках і каное в Україні?,Обласні федерації,Національний олімпійський комітет,Міжнародна федерація каное,Федерація каное України,Міністерство юстиції України,Міністерство молоді та спорту України,F,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,1
222,domain_1,122,Який максимальний термін для подання іменних заявок на змагання зі стронгмену?,7 днів,5 днів,30 днів,14 днів,21 день,10 днів,E,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,4
223,domain_2,6,Які з цих симптомів є побічними реакціями солпадеїну з боку шкіри?,запаморочення,грип,анемія,пневмонія,висипання,параліч,E,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,2
224,domain_2,3,Що може статися при передозуванні Елокому?,зниження апетиту,алергія на сонце,пригнічення функції гіпофізарно-наднирникової системи,збільшення ваги,збільшення серцевих скорочень,порушення зору,C,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,2
225,domain_2,5,Що є симптомом передозування Вінпоцетину?,шум у вухах,нудота,запаморочення,симптоми передозування невідомі,блювання,свербіж,D,f8e8ea2b7e82798862bc3d7b2753f2262642d889.pdf,2
227,domain_1,89,Скільки часу дається на утримання у самбо?,40 секунд,20 секунд,10 секунд,15 секунд,25 секунд,30 секунд,B,72e790ea927cb79b08838bcd0e290c83fd4f6e06.pdf,21
228,domain_2,6,Яка форма випуску препарату Баклофен?,порошок,сироп,ампули,капсули,таблетки,суспензія,E,3828dec85bc546bd064190a023c7c802d6a8ab0a.pdf,1
230,domain_2,4,Яка фармакотерапевтична група препарату CУПРAГІСТИМ®?,Місцеві анестетики,Протизапальні засоби,Седативні засоби,Антидепресанти,Антигістамінні засоби для системного застосування,Аналгетики,E,a8bf09b126fb7c9072a5a54c3c0aaa5df7968ea4.pdf,1
231,domain_2,7,Які інфекції лікує амоксицилін?,"інфекції верхніх і нижніх дихальних шляхів, інфекції нирок та урогенiтального тракту, інфекції шлунково-кишкового тракту та ендокардит",інфекції суглобів,нейроінфекції,інфекції ротової порожнини,інфекції шкіри,інфекції глаз,A,2827fbd42bc74ef48ac74ef40b90868b94b1da79.pdf,1
232,domain_1,122,Які вимоги застосовуються до іменних заявок на участь у змаганнях зі стронгмену?,"Заповнюються обов'язково друком, підпис лікаря та печатка медичної установи",Підпис не потрібен,Не потрібні паспортні дані,Заповнюються від руки,Можна без печатки,Не потрібно вказувати дату народження,A,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,4
233,domain_1,79,Якого типу м'яч використовується в пляжному регбі?,М'яч розміру 4,М'яч розміру 6,М'яч розміру 7,М'яч розміру 3,"Не важливо, який тип",М'яч розміру 5,F,759dfc8486c0f02391d7cfc1fed753b0608fc601.pdf,56
235,domain_2,4,Яка діюча речовина міститься в препараті Супрагістим®-Дарниця?,лактози моногідрат,парацетамол,кальцію стеарат,картопляний крохмаль,диметикон,хлоропірамін,F,a8bf09b126fb7c9072a5a54c3c0aaa5df7968ea4.pdf,1
236,domain_1,76,Що таке кантрі-крос?,змагання на замкнутій трасі по болотистій місцевості з обов’язковими водними перешкодами,змагання на історичних автомобілях,"змагання, що проводяться на замкнутій трасі без твердого покриття, яка прокладена по пересіченій місцевості",змагання на кільцевій трасі з роздільним стартом,змагання з дисциплін боротьба самбо,змагання на замкнутій трасі з ділянками з твердим покриттям та без нього,C,41b8a1637eea9e8acb06eef16b1c2479e37e759c.pdf,6
237,domain_2,6,Яка максимальна добова доза солпадеїну для дорослих?,не більше 12 таблеток,не більше 10 таблеток,не більше 8 таблеток,не більше 6 таблеток,не більше 14 таблеток,не більше 4 таблеток,C,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,2
238,domain_2,17,Яка діюча речовина міститься у препараті Сандімун Неорал?,етанол безводний,пропіленгліколь,оліє рицинова поліетоксильована,моно- і ди-три гліцериди кукурудзяної олії,циклоспорин,DL-α-токоферол,E,f548cde5ba56c4e1d8aeca95c3e190f2711d6fa1.pdf,1
240,domain_1,25,"Що відбувається, якщо у змаганні з го гравець використав увесь додатковий час?",Проводиться додаткова гра,Гра продовжується без годинника,Можна запросити суддю,Гравцю дається ще один шанс,Гравцеві зараховується поразка,Гра закінчується нічиєю,E,ac85a12a4483579ba8f51197b5c8ace05f5397e0.pdf,12
241,domain_1,76,"Якій категорії учасників можна брати участь у змаганнях з кросу, кантрі-кросу?",фіналісти міжнародних змагань,молодші юнаки на багі - з 6 до 10 років,лише старші юнаки з 10 до 14,досвідчені гонщики з 20 років,лише дорослі з 18 років,лише юніори з 14 до 18,B,41b8a1637eea9e8acb06eef16b1c2479e37e759c.pdf,12
243,domain_2,6,Чи можна приймати Баклофен під час вагітності?,"так, в не обмежених дозах",можна тільки за абсолютної необхідності,заборонено тільки в першому триместрі,категорично заборонено,"так, в будь-якій кількості","так, в обмеженій кількості, але щоденно",B,3828dec85bc546bd064190a023c7c802d6a8ab0a.pdf,5
244,domain_2,6,Який вік є протипоказанням для застосування Солпадеїну?,літній вік,вік до 2 років,вік до 6 років,вік до 10 років,підлітковий вік,вік до 12 років,F,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,4
245,domain_2,2,Яка форма випуску метилурацилу?,супозиторії вагінальні,порошок,супозиторії ректальні,капсули,Препарати супроводу,таблетки,C,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
246,domain_1,76,Які вимоги визначають Правила спортивних змагань з автомобільного спорту?,"вимоги до учасників змагань, спортивних споруд, спеціального обладнання та інвентарю, умови та порядок визначення результатів та переможців змагань, організацію, проведення та суддівство змагань з автомобільного спорту, які проводяться на території України",вимоги до учасників тільки в ралі,вимоги до автомобілів для змагань з кросу,умови проведення змагань тільки з українськими автомобілями,умови участі тільки для професійних водіїв,вимоги лише до спортивних споруд та суддів,A,41b8a1637eea9e8acb06eef16b1c2479e37e759c.pdf,2
247,domain_2,13,Вживання якого препарату зменшує абсорбцію зидовудину?,кларитроміцину,фенітоїну,ламівудину,рибавірину,гліцерину,флюконазолу,A,20e086e7585d5e496d67ed2313ceb5aa53b409b5.pdf,11
249,domain_1,122,Що таке мандатна комісія у контексті спортивних змагань зі стронгмену?,Колегія тренерів,"Група суддів, яка організовує змагання",Асоціація спортивних лікарів,"Комісія, що вирішує питання участі спортсменів або команд у спортивних змаганнях",Фінансова комісія змагань,"Група, що відповідає за медіа-підтримку",D,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,9
250,domain_2,3,Який вітамін міститься у складі Бронхіалу Плюс?,вітамін А,вітамін E,екстракт алтея та екстракт тим'яну,вітамін B12,вітамін С,вітамін D,E,5c75a2eb4814242f35871112bc657e36f813674b.pdf,1
253,domain_2,3,По скільки гранул гастро-грану рекомендовано класти під язик дорослим та дітям віком від 7 років?,15–20,"2,5",1,10 г,10,7,F,fb285f08989b559f0080c9dd096d3557860f919d.pdf,2
254,domain_1,59,Хто не входить до складу мандатної комісії на змаганнях з веслування на байдарках і каное?,учасники змагань,представник організатора змагання,головний суддя змагань,суддя-інспектор,лікар змагань,головний секретар змагань,A,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,4
255,domain_1,59,На яких дистанціях допускаються повороти у змаганнях із САП?,На коротких дистанціях,На довгих дистанціях та технічних перегонах,На середніх дистанціях,Тільки на довгих дистанціях,Тільки в естафетах,Тільки у фіналах,B,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,28
256,domain_2,11,Яка форма випуску препарату Ланзоптол?,Таблетки звичайні,Розчин для ін'єкцій,Капсули м'які,Порошок для приготування суспензії,Капсули тверді,Сироп,E,780fd55597cd81f1cf0d1492926ab69cfb115d89.pdf,1
258,domain_1,173,Яка мінімальна кількість учасників може брати участь у змаганнях з джиу-джитсу на міському рівні?,Не менше 1 учасника,Не менше ніж 2 учасників у кожній ваговій категорії,Не менше 3 учасників,Не менше 4 учасників,Не менше 5 учасників,Не менше 10 учасників,B,54a634188fe502d79e2653231c8ea286636142a0.pdf,75
261,domain_1,76,З якою метою проводяться змагання з автомобільного спорту?,створення нових автомобільних класів,регулювання автомобільного трафіку,популяризація автомобільного спорту серед молоді,виявлення найсильніших спортсменів у різних дисциплінах автомобільного спорту,встановлення рекордів швидкості,забезпечення безпеки на трасах,D,41b8a1637eea9e8acb06eef16b1c2479e37e759c.pdf,2
265,domain_2,11,Що потрібно зробити усім пацієнтам перед початком лікування ланзоптолом?,Перевірити рівень холестерину,Провести ендоскопічний контроль шлунку і стравоходу,Провести фізичне навантаження,Зменшити кількість споживаних калорій,Збільшити дозу НПЗП,Виміряти концентрацію магнію,B,780fd55597cd81f1cf0d1492926ab69cfb115d89.pdf,5
268,domain_2,3,До чого може призвести одночасне використання елокому та вживання глібенкламіду?,до коливання рівня глюкози у крові,до зміни стану коагуляції крові,до нефротичних ефектів,до судом,невідомо,до невеликого підвищення сироваткових концентрацій глібенкламіду,E,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,3
269,domain_2,17,Яка рекомендована початкова добова доза сандімуну неоралу при ендогенному увеїті?,6 мг/кг,10 мг/кг,5 мг/кг,7 мг/кг,"12,5 мг/кг",3 мг/кг,C,f548cde5ba56c4e1d8aeca95c3e190f2711d6fa1.pdf,3
270,domain_1,59,Скільки типів змагань з веслування існує за характером проведення?,П’ять,Шість,Чотири,Три,Два,Сім,C,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,1
271,domain_2,3,Якої форми випуску є циклодинон?,порошок,ампули,гель,сироп,оральні краппі,таблетки,E,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,1
272,domain_2,3,Яка максимальна доза бронхіалу для дітей старше 3 років?,по 2 столові ложки 3 рази на день,по 1 чайній ложці 1 раз на день,по 1 столовій ложці 3–5 разів на день,по 1 чайній ложці 3–5 разів на день,по 1/2 чайної ложки 3–5 разів на день,по 2 чайні ложки 2-3 рази на день,D,5c75a2eb4814242f35871112bc657e36f813674b.pdf,2
273,domain_2,7,Яке дозування амоксициліну для дорослих у разі неускладнених інфекцій сечового тракту?,одна доза 5 г з інтервалами 10-12 годин,п'ять доз по 1.5 г з інтервалами 10-12 годин,вісім доз по 100 мг з інтервалами 5-10 годин,дві дози по 3 г на день з інтервалами 10-12 годин,одна доза 3 г з інтервалами 8-10 годин,дві дози по 1 г з інтервалами 10-12 годин,D,2827fbd42bc74ef48ac74ef40b90868b94b1da79.pdf,2
275,domain_2,2,Яке дозування метилурацилу для дітей 3-8 років?,по 1/4 супозиторія на добу,по 1/2 супозиторія на добу,по 1 супозиторію раз на добу,по 2 супозиторії на добу,по 1 супозиторію раз на тиждень,по 1–4 супозиторії на добу,B,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
278,domain_2,3,Які допоміжні речовини містить лосьйон Елоком?,цукор,олія,гліцерин,сіль,пропіленгліколь,вода,E,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,1
283,domain_2,3,Чи безпечно керувати транспортою під час застосування циклодинону?,може викликати сонливість,"безпечно, якщо вживати в рекомендованих дозах",підвищує ризик аварій,доступно лише водіям з досвідом,небезпечно завжди,заборонено під час якихось процедур,B,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,2
284,domain_2,2,Для чого застосовують метилурацил?,обробка ран,лікування грипу,лікування серцевих захворювань,зниження артеріального тиску,зниження ваги,"лікування проктитів, проктосигмоїдитів, колітів та інших запально-виразкових процесів нижніх відділів товстого кишківника",F,986dbec74e7ac870dfcf8b14337b301227c61238.pdf,1
285,domain_2,16,У яких дозуваннях продаються таблетки периндоприл-тева?,"по 2,5 мг, 5 мг та 10 мг",по 9 мг/мл,"по 0,2 л/кг","по 5 мг, 5 мг та 10 мг",in vitro,"по 1,7 мг, 3,4 мг та 6,8 мг",A,5ae9814fac3ba1f5048ce716f15304d3ead03823.pdf,1
286,domain_2,4,Яке протипоказання є для використання препарату Супрагістим-Дарниця у дітей?,Вік до 10 років,Вік до 8 років,Вік до 12 років,Вік до 5 років,Вік до 6 років,Дитячий вік до 14 років для даної лікарської форми.,F,a8bf09b126fb7c9072a5a54c3c0aaa5df7968ea4.pdf,1
287,domain_2,3,Що є протипоказанням до застосування Елокому?,альцгеймер,гіперчутливість до компонентів,епілепсія,дисліпідемія,діабет,артеріальна гіпертензія,B,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,2
289,domain_1,89,Який термін на подачу заявок на участь у змаганнях з боротьби самбо?,необмежений термін,на початку року,1 тиждень до змагань,1 день до змагань,відкритий термін,визначається Регламентом,F,72e790ea927cb79b08838bcd0e290c83fd4f6e06.pdf,4
290,domain_2,6,Які з цих лікарських засобів слід з обежежністю застосовувати разом з Солпадеїном?,інгібітори моноамінооксидази (МАО),мелатонін,парацетамол,антигістамінні препарати,антибіотики,нурофен,A,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,5
291,domain_1,59,Яка максимальна довжина САП-дошок за спортивними вимогами?,300 см,400 см,350 см,453 см,512 см,427 см,F,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,26
295,domain_2,6,Які з цих станів є протипоказаннями для застосування солпадеїну?,втома,грип,хронічний бронхіт,тяжкі порушення печінки,недостатність вітамінів,нервове виснаження,D,2ee44110e9b8b4b6f0e41ef9c8cc553be744551b.pdf,1
298,domain_1,122,Яка вага пулі у вправі Silver bullet на змаганнях зі стронгмену?,Від 200 до 400 кг,Не повинна перевищувати 50 кг,Від 150 до 250 кг,Від 70 до 150 кг,Від 100 до 300 кг,Вага визначається Положенням,F,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,77
300,domain_2,3,Яка форма випуску лікарського засобу Гастро-Гран?,Таблетки,Гранули,Порошок,Сироп,Розчин для ін'єкцій,Крем,B,fb285f08989b559f0080c9dd096d3557860f919d.pdf,1
301,domain_2,11,До якої фармакотерапевтичної групи належить Ланзоптол?,Антибіотики,Сечогінні засоби,Інгібітори протонної помпи,Антигістамінні препарати,Протизапальні засоби,Прогестини,C,780fd55597cd81f1cf0d1492926ab69cfb115d89.pdf,1
302,domain_2,4,Яка форма препарату Супрагістим®-Дарниця?,Капсули,Таблетки,Порошок,Розчин,Гель,Сироп,B,a8bf09b126fb7c9072a5a54c3c0aaa5df7968ea4.pdf,1
304,domain_2,3,Які побічні ефекти можуть проявлятися при застосуванні Елокому?,підвищена температура,діарея,безсоння,запаморочення,подразнення,блювота,E,556be4e553eab6942598e58cfa02b6aaa553a0e5.pdf,2
305,domain_2,13,Які побічні реакції можуть виникнути при застосуванні ретровіру з боку крові та лімфатичної системи?,покращення апетиту,задишка,нудота та блювання,біль у грудях,сухість шкіри,"анемія, нейтропенія, лейкопенія",F,20e086e7585d5e496d67ed2313ceb5aa53b409b5.pdf,3
307,domain_2,16,Скільки міліграмів периндоприлу містить одна таблетка у найвищій дозі препарату Периндоприл-Тева?,25 мг,20 мг,15 мг,10 мг,"2,5 мг",5 мг,D,5ae9814fac3ba1f5048ce716f15304d3ead03823.pdf,1
308,domain_2,17,Які заходи безпеки рекомендуються під час прийому сандімуну неоралу пацієнтами літнього віку у випадках інвалідизуючого псоріазу?,припинення прийому препарату,зменшення рідини в раціоні,антигіпертензивну терапію,виключення їжі з білками,частий контроль функції нирок,постійний моніторинг артеріального тиску,E,f548cde5ba56c4e1d8aeca95c3e190f2711d6fa1.pdf,12
312,domain_2,6,Яким групам пацієнтів призначають Баклофен?,лише онкологічні пацієнти,лише вагітні жінки,лише підлітки,лише літні люди,"пацієнти з порушенням ниркової функції, пацієнтам похилого віку, хворим на епілепсію, які потребують супутнього лікування Баклофеном, пацієнтам, у яких підтримка вертикального положення тіла та рівноваги або
збільшення рухового діапазону залежить від тонусу м’язів, пацієнтам, які отримують антигіпертензивне лікування (можливість взаємодії); хворим на інсульт, з порушеннями дихальної функції та функції печінки; пацієнтам з підвищеним тонусом сфінктера сечового міхура (може відбуватися
затримка сечі).  ",лише пацієнти з серцевими захворюваннями,E,3828dec85bc546bd064190a023c7c802d6a8ab0a.pdf,5
313,domain_2,4,Які алергійні захворювання є показанням до застосування супрагістиму?,аденома передміхурової залози,глаукома,цукровий діабет,кропив’янка,підвищений тиск,гострий епідемічний паротит,D,a8bf09b126fb7c9072a5a54c3c0aaa5df7968ea4.pdf,1
314,domain_2,17,Яку форму випуску має Сандімун Неорал?,блістер,крем,таблетки,порошок,коробка з картону,м’які желатинові капсули,F,f548cde5ba56c4e1d8aeca95c3e190f2711d6fa1.pdf,1
316,domain_1,25,Які санкції можуть застосовуватись за порушення правил під час гри в го?,Перехід до іншої гри,Зняття каменів з дошки,Зміна кольорів,Додаткова гра,Обмеження у віковій групі,"попередження, програш, видалення з турніру",F,ac85a12a4483579ba8f51197b5c8ace05f5397e0.pdf,9
317,domain_1,59,Яке покарання може отримати спортсмен за фальстарт у змаганнях із веслування?,Виключення з команди,Дискваліфікація,Штраф у грошовій формі,Попередження,Зняття зі змагань,Участь у повторному старті,B,cadef3fc7594662353b7c94387b63a926b5d92d3.pdf,28
318,domain_1,122,Яка система обліку оцінок на змаганнях зі стронгмену?,12 балів за 1 місце до 2 балів за 9 місце,12 балів за 1 місце та 0 за інші,10 балів за 1 місце до 5 за 5 місце,1 бал за участь,Оцінювання без балів,8 балів за 1 місце до 1 балу за інші,A,0ec2a844ab5e5f66bfff7d66dbd5b33bca34cc94.pdf,12
319,domain_1,89,Які дисцпліни входять у правила змагань з боротьби самбо?,"футбол, волейбол, баскетбол","дзюдо, карате, боротьба","хокей, регбі, крикет","плавання, легка атлетика, боротьба","спортивне самбо, бойове самбо, пляжне самбо, демо самбо",лікувальна фізкультура,E,72e790ea927cb79b08838bcd0e290c83fd4f6e06.pdf,3
320,domain_2,3,Яка компанія виробляє циклодинон?,Санофі,Здоров’я,Укрополітика,Дарниця,Фармак АТ,Біонорика АГ,F,7db5015ac19c3cd7bb04118b38a228b3572a358c.pdf,1
322,domain_2,16,Яке дозування препарату Периндоприл-Тева рекомендовано для початку лікування артеріальної гіпертензії?,5 мг 2 рази на добу,"2,5 мг 3 рази на добу",5 мг 1 раз на добу,10 мг 1 раз на добу,20 мг 1 раз на добу,10 мг 2 рази на добу,C,5ae9814fac3ba1f5048ce716f15304d3ead03823.pdf,12
